"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"203","My cara spoza is ‘happy.’

Her: you gave me your cold!
Me: it’s the flu.
Her: it better not be! <U+0001F621><U+0001F621><U+0001F92C><U+0001F480><U+0001F480><U+0001F621><U+0001F621><U+0001F621>*

* and, y… https://t.co/aVbE6DRSsD",FALSE,3,"geophf",2019-03-08 06:46:31,TRUE,"1103908786987687937","1103909847479668739","81457442","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","geophf",0,FALSE,FALSE,NA,NA
"204","@RNRKentucky @zayden150 @RandPaul @tedcruz @POTUS HUH? Cruz too? Sorry Friend I am very sick ( Cold, Flu) I have no… https://t.co/WXcD7YrEZP",FALSE,0,"RNRKentucky",2019-03-08 06:29:50,TRUE,"1103635970820358144","1103905645537910784","3015178005","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JasmenNouri",0,FALSE,FALSE,NA,NA
"205","RT @comedianeddieb: What Teachers really say during cold and flu season! *Tag A Teacher* #comedianeddieb https://t.co/x9ZxKF6HuJ",FALSE,0,NA,2019-03-08 06:06:58,FALSE,NA,"1103899894371119106",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","swagistra",57,TRUE,FALSE,NA,NA
"206","RT @KingKurdi117: Slowly I became sick, and not like a sick similar to a cold or flu, nooooo no no I started having seizures. Monstrous sei…",FALSE,0,NA,2019-03-08 06:05:36,FALSE,NA,"1103899549058256896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ProudMuslimXO",24,TRUE,FALSE,NA,NA
"207","RT @KingKurdi117: Slowly I became sick, and not like a sick similar to a cold or flu, nooooo no no I started having seizures. Monstrous sei…",FALSE,0,NA,2019-03-08 05:52:35,FALSE,NA,"1103896273755594752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","khorosaniab",24,TRUE,FALSE,NA,NA
"208","Poor twinks is so sick.the vet and all the research i could do said it's a viral infection and she just has to stay… https://t.co/8ASlA9n524",FALSE,1,NA,2019-03-08 05:52:33,TRUE,NA,"1103896265375416322",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SwettmanF",1,FALSE,FALSE,NA,NA
"209","Drank straight from the Tyelenol Cold and Flu bottle a little while ago. Now I’m laying in bed..hallucinating and t… https://t.co/xAG4LimlxZ",FALSE,2,NA,2019-03-08 05:51:17,TRUE,NA,"1103895944020426753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JessCherry89",0,FALSE,FALSE,NA,NA
"210","I took a nighttime cold/flu medication and it said it would knock my ass out.. It's been like 2 hours :) I can't br… https://t.co/arYLHGdooG",FALSE,0,NA,2019-03-08 05:39:25,TRUE,NA,"1103892959349563393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HelloImSandraa",0,FALSE,FALSE,NA,NA
"211","I either have the flu or a cold bc I'm super sleepy and getting chills since I woke up but I dont have a fever",FALSE,1,NA,2019-03-08 05:38:28,FALSE,NA,"1103892722081947648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vratsavultures",0,FALSE,FALSE,NA,NA
"212","RT @econsmalaysia: @tiadaid @__earth For example, the myth that vitamin C is a good remedy for colds. Despite the popularity of the results…",FALSE,0,NA,2019-03-08 05:18:59,FALSE,NA,"1103887816646221824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zouhairrosli",2,TRUE,FALSE,NA,NA
"213","RT @AutismlandPenny: Studies have shown that elderberry syrup is more effective against cold and flu viruses than the flu shot.  We keep ou…",FALSE,0,NA,2019-03-08 05:01:04,FALSE,NA,"1103883308025315328",NA,"<a href=""https://smarterqueue.com"" rel=""nofollow"">SmarterQueue</a>","AutismlandPenny",1,TRUE,FALSE,NA,NA
"214","Has this been the worse cold/flu season in years?",FALSE,0,NA,2019-03-08 04:43:27,FALSE,NA,"1103878873538748416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coffeecrew",0,FALSE,FALSE,NA,NA
"215","RT @CTVVancouver: Flu season isn’t over yet. Here's how you can tell the difference between the flu and a cold and what to do about it. htt…",FALSE,0,NA,2019-03-08 04:40:55,FALSE,NA,"1103878239414439943",NA,"<a href=""http://www.westvancouver.com"" rel=""nofollow"">Vancouver News Bot</a>","vancouvernews",4,TRUE,FALSE,NA,NA
"216","RT @WebMD: Most of the time, a cough is nothing serious, but some signs can tell you when you should be more concerned. What to know: https…",FALSE,0,NA,2019-03-08 04:36:47,FALSE,NA,"1103877198778269697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RosalaFlores3",36,TRUE,FALSE,NA,NA
"217","I have had an awful cold or flu, so much so that reading or watching movies is too hard. So I tried to just sleep a… https://t.co/xJ0h0JozBW",FALSE,0,NA,2019-03-08 04:28:24,TRUE,NA,"1103875088066068480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chaircrusher",0,FALSE,FALSE,NA,NA
"218","RT @CTVVancouver: Flu season isn’t over yet. Here's how you can tell the difference between the flu and a cold and what to do about it. htt…",FALSE,0,NA,2019-03-08 04:18:45,FALSE,NA,"1103872657047531521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","funk_ian",4,TRUE,FALSE,NA,NA
"219","RT @CTVVancouver: Flu season isn’t over yet. Here's how you can tell the difference between the flu and a cold and what to do about it. htt…",FALSE,0,NA,2019-03-08 04:14:10,FALSE,NA,"1103871506403090432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiketheRandFan",4,TRUE,FALSE,NA,NA
"220","RT @j_yunq: When you take a panadol cold and sinus pill fi fight the flu attacking yuh chest but di flu too strong and bounce weh dat https…",FALSE,0,NA,2019-03-08 04:04:29,FALSE,NA,"1103869069990682624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DannieAsphall",10,TRUE,FALSE,NA,NA
"221","Flu season isn’t over yet. Here's how you can tell the difference between the flu and a cold and what to do about i… https://t.co/KH5sHQMCZZ",FALSE,3,NA,2019-03-08 04:00:00,TRUE,NA,"1103867939864875008",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CTVVancouver",4,FALSE,FALSE,NA,NA
"222","RT @j_yunq: When you take a panadol cold and sinus pill fi fight the flu attacking yuh chest but di flu too strong and bounce weh dat https…",FALSE,0,NA,2019-03-08 03:59:32,FALSE,NA,"1103867824789835777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Maddrrr_Shanny",10,TRUE,FALSE,NA,NA
"223","Yep. Really starting to think this might be the flu &amp; not the cold I first thought it was. I’m just gonna stay I. B… https://t.co/eX32bmrFrs",FALSE,0,NA,2019-03-08 03:53:14,TRUE,NA,"1103866238101413889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jm_dreaming",0,FALSE,FALSE,NA,NA
"224","RT @Renovation_Tea: Don't go it alone!  Support a healthy immune system naturally with all #organic free radical fighting and detoxifying #…",FALSE,0,NA,2019-03-08 03:49:24,FALSE,NA,"1103865271272521728",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Crypto_Dak",7,TRUE,FALSE,NA,NA
"225","@mangodownonme A cold or the flu?",FALSE,0,"mangodownonme",2019-03-08 03:48:49,FALSE,"1103863742905880581","1103865126829080576","878612287153721345","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smackedbut",0,FALSE,FALSE,NA,NA
"226","I eat bread every day and never got the flu/cold. I gave up bread for Lent and I am currently on my death bed..coin… https://t.co/YHLP7yvNBg",FALSE,0,NA,2019-03-08 03:34:06,TRUE,NA,"1103861421786320896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","natalieburger7",0,FALSE,FALSE,NA,NA
"227","@taurusangel26 I agree! Welcome to the life of a teacher in cold and flu season!",FALSE,0,"taurusangel26",2019-03-08 03:16:45,FALSE,"1103839025322962950","1103857056937926656","161963744","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Beauty3244",0,FALSE,FALSE,NA,NA
"228","#ad When cold and flu symptoms hit my home, I turn to Mucinex®. Join #MucusFighters to learn how to care for your f… https://t.co/C1x0mn0yRm",FALSE,0,NA,2019-03-08 02:56:55,TRUE,NA,"1103852063568605185",NA,"<a href=""http://www.singleclicksharing.com"" rel=""nofollow"">Single Click Sharing<U+2120></a>","daUPhereReviews",0,FALSE,FALSE,NA,NA
"229","immunity boosting tips, immunity boosters, healthy winter habits, cold and flu season, humidifier be https://t.co/pLHpIh9XU8",FALSE,0,NA,2019-03-08 02:51:19,FALSE,NA,"1103850655507251200",NA,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>","younglovemommy",0,FALSE,FALSE,NA,NA
"230","RT @morewless: #ad Have you been affected by the flu? If your symptoms point to the flu versus a cold, your doctor can do a simple test. Ge…",FALSE,0,NA,2019-03-08 02:51:12,FALSE,NA,"1103850624171560961",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ThisMamas",50,TRUE,FALSE,NA,NA
"231","The @cvspharmacy algorithm knows my body better than I do. I got coupons for cold medicine and thought they were ir… https://t.co/cVyA8DH2gl",FALSE,2,NA,2019-03-08 02:45:48,TRUE,NA,"1103849268178239488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Megan_Mak",0,FALSE,FALSE,NA,NA
"232","@kevbikemad @mikemcintyrewpg It would help if people knew the difference between “the flu”, a cold, and a stomach virus.",FALSE,0,"kevbikemad",2019-03-08 02:42:18,FALSE,"1103755220595761153","1103848386623610880","29297506","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CardsWinnipeg",0,FALSE,FALSE,NA,NA
"233","Know Your Dose: Common Flu and Cold Medicine Mistakes - More than 600 OTC and prescription medicatio https://t.co/MhhV4Padih",FALSE,0,NA,2019-03-08 02:39:33,FALSE,NA,"1103847693128998912",NA,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>","amberstarr82",0,FALSE,FALSE,NA,NA
"234","@KatieVimes1 @IndivisibleNet Everyone has a cold or flu right now - except me! *takes out Purell*",FALSE,1,"KatieVimes1",2019-03-08 02:39:26,FALSE,"1103846876200218624","1103847663827644417","1022557758015631362","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JeffytheThoyd",0,FALSE,FALSE,NA,NA
"235","You guys will complain about a cold or a stomach flu when there’s REAL issues happening around you, be grateful.",FALSE,10,NA,2019-03-08 02:37:48,FALSE,NA,"1103847252806811648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bellaakosto",1,FALSE,FALSE,NA,NA
"236","Between getting over a cold/flu, and the Cohen/Manafort stuff this week, I missed saying Happy B-day !!! to my baby… https://t.co/u5RHDk1Rjc",FALSE,0,NA,2019-03-08 02:22:01,TRUE,NA,"1103843281493024768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AmBoDe33",0,FALSE,FALSE,NA,NA
"237","Did you know that typical disinfecting cleaners require rinsing after use? Read this guide for how to disinfect, an… https://t.co/gbMDh4ur4J",FALSE,0,NA,2019-03-08 02:16:27,TRUE,NA,"1103841881497239552",NA,"<a href=""http://www.singleclicksharing.com"" rel=""nofollow"">Single Click Sharing<U+2120></a>","MeekKari",0,FALSE,FALSE,NA,NA
"238","'Tis the season!!

#oiloforegano #cold #cough #flu #strepthroat #naturalhealing #holistichealth https://t.co/75VYM228zl",FALSE,1,NA,2019-03-08 02:14:23,FALSE,NA,"1103841360740642816",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","KomariBathBody",0,FALSE,FALSE,NA,NA
"239","@tiadaid @__earth For example, the myth that vitamin C is a good remedy for colds. Despite the popularity of the re… https://t.co/VXK1dyRuS3",FALSE,5,"econsmalaysia",2019-03-08 02:03:37,TRUE,"1103837358233858048","1103838652562432002","1728109724","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","econsmalaysia",2,FALSE,FALSE,NA,NA
"240","RT @GdyFirePIO: The flu and cold bug is still going strong, do your part in staying healthy. #washyourhands #goodyearfire https://t.co/hbVP…",FALSE,0,NA,2019-03-08 01:59:11,FALSE,NA,"1103837536747569152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pjl0173",2,TRUE,FALSE,NA,NA
"241","Despite a snotty nose &amp; cough, this little girl still wanted to do some selfies! Hope this little girl kicks this c… https://t.co/oVSRtfcWya",FALSE,3,NA,2019-03-08 01:57:40,TRUE,NA,"1103837155519008768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JKrimmel11",0,FALSE,FALSE,NA,NA
"242","RT @morewless: #ad Have you been affected by the flu? If your symptoms point to the flu versus a cold, your doctor can do a simple test. Ge…",FALSE,0,NA,2019-03-08 01:56:28,FALSE,NA,"1103836853751431169",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lifewithheidig",50,TRUE,FALSE,NA,NA
"243","#FeelingCrappy  Cross between head cold and stomach flu, time for sleep\",FALSE,0,NA,2019-03-08 01:46:57,FALSE,NA,"1103834456958283778",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rickmclellan",0,FALSE,FALSE,NA,NA
"244","Is this a cold or SERIOUS FLU? Fever, chills , head ache and severe fatigue may suggest flu but some people NEVER g… https://t.co/5dITq9Yks8",FALSE,0,NA,2019-03-08 01:43:21,TRUE,NA,"1103833550145679361",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","DrMonaLisa2",0,FALSE,FALSE,NA,NA
"245","Sorry - no #TheResident review from me this week as I have been struggling with recovering from the flu. This cold… https://t.co/olvA8WTdsy",FALSE,0,NA,2019-03-08 01:35:20,TRUE,NA,"1103831532760895488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","runnermindy",0,FALSE,FALSE,NA,NA
"246","RT @morewless: #ad Have you been affected by the flu? If your symptoms point to the flu versus a cold, your doctor can do a simple test. Ge…",FALSE,0,NA,2019-03-08 01:31:17,FALSE,NA,"1103830513083539456",NA,"<a href=""https://www.pushbe.com"" rel=""nofollow"">Our Scheduling App</a>","paulabendfeldt",50,TRUE,FALSE,NA,NA
"247","Things my body crave when I have the flu:
Salad
The gym
Bajillions of cold of hot tea and broth

You know, if my bo… https://t.co/GHQqr09uVA",FALSE,0,NA,2019-03-08 01:24:13,TRUE,NA,"1103828738087755777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheNerdinaSkirt",0,FALSE,FALSE,NA,NA
"248","No stream tonight due to my cold or flu",FALSE,0,NA,2019-03-08 01:00:01,FALSE,NA,"1103822646129672193",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","RogerEdworthy",0,FALSE,FALSE,NA,NA
"249","For the health of all of us: Wash <U+0001F44F> Your <U+0001F44F> Hands <U+0001F44F>! 

As we are in the midst of cold and flu season, proper handwas… https://t.co/ci1HMKCDNv",FALSE,1,NA,2019-03-08 01:00:00,TRUE,NA,"1103822641738207232",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","PennCancer",0,FALSE,FALSE,NA,NA
"250","@DaveJohnsonDP Me, too, until RU build the Mike Ashley Cold-and-Flu-Season Memorial Press Box back in the day. Thanks Ron Downs!",FALSE,1,"DaveJohnsonDP",2019-03-08 00:59:39,FALSE,"1103815213332291585","1103822552860975104","331017483","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lrgsptswrtr",0,FALSE,FALSE,NA,NA
"251","Still getting over this cold or flu or whatever I have. Wanted to stream tonight but its hitting me kinda hard agai… https://t.co/jj1JqH6TC7",FALSE,2,NA,2019-03-08 00:47:15,TRUE,NA,"1103819433003442177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavidHuffer21",1,FALSE,FALSE,NA,NA
"252","@DoodledStars According to studies, yes, their antioxidants can battle cold a flu viruses and heal respiratory infe… https://t.co/4iTpE4KnHs",FALSE,0,"DoodledStars",2019-03-08 00:38:02,TRUE,"1103815968290041856","1103817113280630784","976189905763053568","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SilverBlade20",0,FALSE,FALSE,NA,NA
"253","I feel like I’m getting the flu or a head cold <U+0001F915><U+0001F915><U+0001F927><U+0001F637>",FALSE,0,NA,2019-03-08 00:35:14,FALSE,NA,"1103816409333690370",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brizzybreeee",0,FALSE,FALSE,NA,NA
"254","RT @j_yunq: When you take a panadol cold and sinus pill fi fight the flu attacking yuh chest but di flu too strong and bounce weh dat https…",FALSE,0,NA,2019-03-08 00:31:02,FALSE,NA,"1103815352650207232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ogbritty",10,TRUE,FALSE,NA,NA
"255","Getting sick while on vacation sucks. Not sure what’s wrong with me (probably either a cold or the flu, joy) but I’… https://t.co/wQyrVUoa2O",FALSE,0,NA,2019-03-08 00:29:26,TRUE,NA,"1103814949845983232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jm_dreaming",0,FALSE,FALSE,NA,NA
"256","Also if you have a fever accompanied by a “cold” you probs got the flu. Stay home for God’s sake!",FALSE,0,NA,2019-03-08 00:27:29,FALSE,NA,"1103814457585745920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blairrbee",0,FALSE,FALSE,NA,NA
"257","Young Nurofen Cold and Flu https://t.co/H8jnfZYW3L",FALSE,1,NA,2019-03-08 00:16:11,FALSE,NA,"1103811617031180288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saonoelle",0,FALSE,FALSE,NA,NA
"258","@FixesItself @RexThomresist45 @QueenBeeCanadas @hardhouz13 @SGNSV_ @L_a_w_a_n_n_a @DetroitLove88 @Steelerschic85… https://t.co/RXngFZRTWB",FALSE,3,"FixesItself",2019-03-08 00:08:51,TRUE,"1103808056817799168","1103809767993032704","864838918927155201","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brendanpgraber",0,FALSE,FALSE,NA,NA
"259","RT @morewless: #ad Have you been affected by the flu? If your symptoms point to the flu versus a cold, your doctor can do a simple test. Ge…",FALSE,0,NA,2019-03-08 00:07:04,FALSE,NA,"1103809321824108544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","crueltyfreelucy",50,TRUE,FALSE,NA,NA
"260","Don't go it alone!  Support a healthy immune system naturally with all #organic free radical fighting and detoxifyi… https://t.co/3Doxc5noYu",FALSE,8,NA,2019-03-08 00:03:19,TRUE,NA,"1103808376767737856",NA,"<a href=""https://postcron.com"" rel=""nofollow"">Postcron App</a>","Renovation_Tea",7,FALSE,FALSE,NA,NA
"261","HealthTrack Helpful Tip: It's cold &amp; flu season! Chicken soup is great for easing cold symptoms like aches and stuf… https://t.co/KKf2B4P367",FALSE,0,NA,2019-03-08 00:00:00,TRUE,NA,"1103807542558224384",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HealthTrackSW",0,FALSE,FALSE,NA,NA
"262","FREE Mucinex Cold, Flu &amp; Sore Throat Product! https://t.co/ZseWtI8Rgd",FALSE,0,NA,2019-03-07 23:56:16,FALSE,NA,"1103806603105579014",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","youcancallmesix",0,FALSE,FALSE,NA,NA
"263","There is not a cold or fever that this #ramen won't cure #cold #flu #fever #notfellingwell  #fever #terakawa teraka… https://t.co/DnnO0cTmn4",FALSE,0,NA,2019-03-07 23:45:38,TRUE,NA,"1103803928897118209",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ifixith",0,FALSE,FALSE,"-75.15448","39.9554"
"264","https://t.co/b3BPxa7Sls",FALSE,0,NA,2019-03-07 23:40:03,FALSE,NA,"1103802522140139521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tiarrabanks1",0,FALSE,FALSE,NA,NA
